name,position_desc
运维工程师,"ITHelpdesk工程师
派驻苏州新区某500强日资企业
工作地点:苏州新区，近建林路
职位需求：
1、大专以上文凭，计算机相关专业。
2、1年IT维护经验，也欢迎优秀的应届毕业生。
3、熟练管理和维护微软操作系统和终端软件，对域管理、邮件服务管理有一定了解。
4、熟悉局域网技术，熟练维护和管理计算机、打印机、电话交换机等硬件。
5、能够自我学习和自我提升的能力。
6、具有踏实良好的工作态度，良好的团队配合能力。

待遇：
班车/工作餐/双休/定期轮换岗位/专业培训/五险一金/年终奖/
职能类别：
项目执行/协调人员网络管理(Helpdesk)
关键字：
Helpdesk技术支持驻场服务网络日企
微信分享"
运维工程师,"1、熟悉高浓度工业废水处理工作原理和方法以及工艺流程，有扎实的专业技术基础。
2、熟悉生化处理各工艺段调试，运行；
3、熟悉水处理所用药剂进行现场技术指导。
4、根据公司发展战略和目标，规划和制定生产计划，执行监督；
5、负责组织建立和完善生产系统，编制生产计划，检查生产工作，确保生产任务的完成；
6、负责下级人员的管理、考核工作，并不断提升员工的工作能力；
7、严格执行生产安全的工作要求，重大问题及时汇报。

任职要求
1、环境工程、化学工程、给排水等相关专业本科以上学历；
2、熟悉废水处理知识，了解基本的化工原理、微生物原理及水处理相关设备，了解A2/O&MBR废水处理工艺；
3、有5年以上废水处理系统现场管理经验，有工业污水工作经验者优先；
4、富有责任心、团队意识强、压力承受能力强；
5、有废水站运行、废水站操作管理经验者优先；

工作地点：浙江台州。
薪资待遇：月薪10-15K（具体面议）+十三薪+年终奖。
福利待遇：五险一金、团体意外保险、员工食堂、年休假、节日福利。


职能类别：
水处理工程师环保工程师
关键字：
污水水处理环保运营运维废水
微信分享"
运维工程师,"任职资格:
1、电气、给排水、暖通等专业，***本科及以上学历，3年以上现场水电管理经验;
2、熟悉相应专业验收规范及地方法规，了解相应施工工艺及施工流程完整参与过至少一个地产项目的现场管理
具有高层住宅项目及装配式建筑现场管理经验者优先;
3且备现场统笑协调，工程施工管理，专业图纸宙查，解
决各类技术问题及提出合理化建议的能力;
4、熟练应用建筑CAD及常用办公软件;
5工作踏实，作风严瑾责任心强，积极主动，有良好的团
队精神。
职能类别：
其他
微信分享"
运维工程师,"一.岗位及待遇：
1.实习生D1:综合薪资4750-6750每月
2.初级技工C2;综合薪资5000-7650每月
3.技工C1:综合薪资7350-9350每月
4.初级工程师B3:综合薪资9400-11600每月
二.招聘要求:
1.年龄要求：18-35岁
2.学历：大专及以上学历，可接受应届毕业生（大专为全日制或国民教育，学信网能查到即可，高中，中专有经验者可放宽）
3.机电一体化，电力，维修专业，退役军人优先
4.身体健康，无恐高症，对风电事业有热爱的***，能长期干想要拿高工资，愿意为国家能源建设做发展
三.岗位职责：
1.按照风机机组及配套设备的维护技术要求，对其定期巡检，维护
2.定期检修，故障消除，技术改造等，保障风电机组的安全，稳定运行（新手有师傅带）
四.薪资架构；
1.底薪：岗位津贴技术补贴伙食补贴工龄工资（岗位登记不同薪资待遇不同）
2.应届生实习工资：4500-6000元，转正综合薪资是5500-8000元
3.实习工资5000-8000元，工资每半年一次考核，考核通过后涨一次工资，工作满3-5年综合薪资8000-12000元，可晋升风场项目经理工资年薪根据风场利润年薪12-15万
4.面试成功入职后签订正式劳动合同，缴纳六险一金（年终奖）
五.工作时间：
1.长白班，8小时工作制，每月出勤满21天
2.每工作2-3个月带薪休假10-15天，回家往返路费公司报销，不用担心回家路远费用高
3.报名材料：身份证，白底一寸照片，学历证书，个人简历。上岗国家规定持双证（低压电工证，登高作业证）（公司可安排考证）
职能类别：
运维工程师
关键字：
运维工程师
微信分享"
运维工程师,"熟悉Windows操作系统和常用办公软件；
具有一定的软件开发基础及熟悉软件代码能力；
沟通能力强，有一定的协调能力，能妥善处理各类投诉；
具有客户服务、技术支持等类似工作经验优先；
热爱客户服务工作，普通话标准，声音柔和；
有责任感，工作耐心细致；
良好的沟通及应变能力，有良好的心理素质；
8、良好的学习能力，具有良好团队合作精神。
任职要求：（大专及以上要求）
接受客户咨询，记录客户咨询、投诉内容，按照相应流程给予客户解答和反馈；
能及时发现来电客户的需求及意见，并记录整理及汇报；
为客户提供完整准确的方案及信息，解决客户问题，提供高质量服务；
严格按照规范及流程进行工作或相关操作；
与同事或主管共享信息，进行知识积累，提供流程改善依据；
服从和接受公司的管理，完成部门经理安排的其他任务如针对来访人员进行所在单位的介绍。
职能类别：
运维工程师
微信分享"
运维工程师,"1.负责招投标后工程实施各阶段现场踏勘、到货验收检验、调试等工作；
2.负责招投标后工程实施阶段项目现场调试输出物的编写整理；
3.协助项目经理或项目管理工程师完成各阶段工作。
4.在项目经理或项目管理工程师安排下开展项目管理执行工作。
任职资格
1.大专以上学历，计算机/网络/电子/电气/通信/自动化等专业；
2.熟练使用办公软件，了解熟悉CAD/VISIO/XMIND/PPT等工具软件；
3.具备一定的沟通协调能力、吃苦耐劳；
4.了解计算机原理及网络基本知识、Linux者优先；
5.有地铁行业工程经验优先。
6.能够接受全国各地出差。
职能类别：
技术支持/维护经理项目经理
关键字：
调试地铁检验
微信分享"
运维工程师,"【岗位职责】
1、负责服务器系统/VMware虚拟化平台的运维，包括安装配置，故障分析和问题解决，处理进度汇报等日常维护。
2、负责对服务器设备进行日常的预防性维护，包括持续巡检、性能监控、优化和升级，以保证设备的稳定和高效运行。
3、负责阿里云账号相关资源的运维，包括实例的安装、配置、维护。
4、负责对开源系统生产环境的服务器进行部署及优化。
5、监控系统的搭建及维护，结合实际的生产环境进行监控，并开发自动化运维脚本，配合监控系统，优化整个运维流程。
6、对AD域控、补丁更新、日志收集、杀毒软件等应用系统进行管理维护。
7、编写服务器运维中相关技术文档。
8、协助运维管理团队解决日常应用中相关问题并定期组织培训。
9、处理运维管理团队提交的需求及问题，并及时处理。
10、上级领导交代的其他任务。

【任职要求】
1、年龄范围22--26岁。
2、大专以上学历，计算机技术、信息管理类等相关专业。
3、熟练掌握linux系统管理和维护，对nginx、iptables、memcached、redis、elasticsearch、Kafka、MQ及solr等熟练掌握。
4、熟悉Linux及其系统服务、系统应用，熟悉Apache、lighttpd、php、MySQL等的配置及优化；熟悉文件系统调优、内核参数优化、系统安全加固等实施方案。
5、掌握三种监控中的任何一种：如nagios/cacti/zabbix。
6、能熟练的使用如下脚本语言中的一种：shell/perl/python。
7、对windows域控、补丁、桌面操作系统、网络、服务器等有深入理解。
8、热爱开发工作、钻研新技术愿望较强，积极主动，正直诚信，有较强的抗压性、执行能力和学习能力，能适应节假日以及非工作日在家中进行维护。

【员工福利】
1、公司缴纳五险一金。
2、入职满一年员工可享受每年5天带薪年假。
3、公司每年组织一次员工免费体检，关注员工的身体健康。
4、每年公司会有2至3次的大型员工活动。
5、享受每年员工免费旅游。
6、享受国家所有法定节假日。

【上班时间】
正常上班时间：周一至周五09:00~18:00
六日双休法定节假日休息
职能类别：
技术支持/维护工程师
微信分享"
运维工程师,"一、岗位职责：
1、负责公司软件的电话及远程服务工作；
2、解决客户提出的有关软件使用的疑难问题；
3、促成老客户的二次销售。

二、岗位要求：
1、大专以上学历，计算机相关专业，一年以上工作经验，***优先；
2、熟练使用SQL数据库；
3、良好的人际沟通能力和语言表达能力，具有亲和力，有良好的人际关系；有良好的团队精神，能承受工作压力；
4、工作热情、积极、思维敏捷，有销售意识；
5、熟悉网络相关知识，有管理软件（如：进销存、财务、erp、wms、scm、连锁分销管理）半年以上技术支持与维护经验者优先考虑。
薪资福利：综合薪资在4k—8k+公司缴纳五险一金，大小周，节假日正常放假
工作地点：南昌
联系地址：江西省南昌市青山湖区北京东路438号恒茂梦时代广场7栋1106室
联系电话：0791－88567712、88228804
职能类别：
技术支持/维护工程师售前/售后技术支持工程师
关键字：
ERP运维软件运维软件售后软件技术支持软件客服
微信分享"
运维工程师,"工作职责:
1.Design,implementandManagementofCI/CDprocessandreleaseartifacts(sourcecode,documentandreleasebuild)withmultiplesystems(GitHub,Jenkins,Fortify,BlackDuck,AWS/Azure,Nexus,Docker…)
2.Providereleaseprocess,codesecurityandtoolchainconsultantservicetoproductdevelopmentteams.
3.WatchingandEvaluatingthenewindustrialtechnologiesonDevOpstoolchainandcodesecurity.
任职资格:
?Atleast3yearsofexperienceinsoftwaredevelopmentorequivalentworkexperience.
?SolidknowledgeofeitheroneofbackendprogrammingsuchasC++,GoLang,Java,Python.
?StrongexperiencesonCI/CDsolutionsetupforofficialsoftwareproductrelease.
?FamiliarwithmultipleDevOpsrelevanttools.(GitHub,Jenkins,Nexus,Docker,Kubernetes…etc.)
?Familiarwithsecurecodescanningrelevanttools.(Fortify,BlackDuck…etc.)
?Familiarwithpubliccloudsolutionlike:AWS,Azure.
?Familiarwithprojectmanagementandagilepractices,likeScrum.
?Strongcommunicationskillsandwillingtotakechallenges.
?GoodEnglishread/writeandoralskillisrequired.
?FamiliarwithAzureDevops,AWSCodeBuild,CodePipelineisaplus
职能类别：
运维开发
微信分享"
运维工程师,"岗位描述：负责驻场在公司客户单位（地点合肥蜀山区），做项目运维技术服务工作。
任职资格：
1、专科及以上学历，计算机网络相关专业；
2、具备弱电线路系统、安防系统、校园广播、大屏等终端及外设、网络设备维护能力；
3、熟悉软件或系统集成环境，熟悉网络架构；
4、语言表达能力强，善于编辑文档，责任心强；
5、具有较强的工作计划性和执行能力，服从安排，能够适应客户单位环境；
6、具备1年以上服务器硬件运维经验，包括问题诊断、故障处理；
7、教育行业优先，了解学校智慧校园系统，同类工作经验优先；
职能类别：
运维工程师
关键字：
运维弱电智能化安防系统集成工程师
微信分享"
运维工程师,"岗位职责：
负责平台运营：
1、负责云平台日常运维巡检，硬件维护。
2、负责云平台或应用组件交付部署；
3、负责云平台监控、存储日常运维；
4、负责日常运维效率提升和脚本开发

任职要求：
1、本科及以上学历，计算机相关专业，具备基础运维/平台应用系统运维等工作经验。
2、熟悉掌握数据库，SQLserver＼Oracle＼MySQL等。
3、熟悉主流服务器硬件故障处理、网络设备基础调试。
4、熟悉python、java其中一门语言。
5、具有华为HICP/HCIE云计算认证证书优先。
职能类别：
运维工程师
关键字：
运维维护JAVAPythonHICP/HCIE
微信分享"
运维工程师,"岗位职责：
1、负责公司业务平台的服务器架构的规划与搭建工作；
2、配合推进业务服务化改造与K8S平台搭建维护；
3、负责服务器系统及网络设备的日常维护、安全检查和风险报告；
4、研究运维相关技术，根据系统需求制定运维技术方案，完成领导及公司交付的其它运维相关工作。

岗位要求：
1、1年以上的K8S应用实践经验，良好的执行和沟通能力；
2、熟悉Linux操作系统，了解常见服务端业务架构体系；
3、熟悉网络协议相关知识，了解各类型应用网络拓扑
4、熟悉数据库的高可用以及集群运行机制，了解参数配置和数据备份
5、熟悉shell、python等脚本编程；
6、熟悉K8s平台搭建以及开发者优先。

职能类别：
运维工程师
关键字：
LinuxshellK8sCI/CDDocker
微信分享"
运维工程师,"公司主营智慧金融解决方案：金融设备软、硬件的自主研发，生产及销售，具体介绍请官网了解。
岗位职责（非外包）：
1.负责企业kubernetes平台的设计、开发、建设、维护工作；
2.负责自动化运维平台工具的研发、应用及维护；
3.负责优化运维技术架构，设计并搭建企业运维技术中台；
4.实现k8s平台在银行客户封闭环境下自动化安装、升级；
5.参与基础运维工作，从运维角度参与并推动研发、产品改进架构体系；
6.跟踪DevOps、AIOps等运维领域前沿技术动态，研究并推动业界主流技术工具在企业的应用。

任职要求：
1.计算机或相关专业，***本科及以上学历，3年以上软件研发相关工作经验；
2.熟悉Java/Python编程及Linux命令，能编写运维脚本，如python/perl/bash等；
3.具备运维自动化经验，熟悉运维流程，熟练掌握Ansible、Terraform自动化运维工具，具有一定的实践经验；
4.掌握微服务、容器、kubernetes等背景知识，在生产环境中实现高可用架构；
5.能独立完成功能开发，有较强的学习能力，能够快速掌握新的技术知识并加以应用。
6.熟悉持续集成、持续发布、持续部署相关工具集，熟悉Git,Jenkins,Docker等工具；
7.符合下述条件之一的，优先考虑：
-主导开发过运维自动化平台的；
-有DevOps实践经验的；
-熟悉ITIL流程体系。

职能类别：
自动化运维工程师
微信分享"
运维工程师,"工作职责:
1、公安行业相关软件的系统部署、硬件调试，功能验证；
2、负责项目硬件服务器环境的日常监控、性能维护工作，对数据、程序定期备份；
3、负责项目上线后因用于需求变化而必需的二次开发、系统配置工作，定期按照技术组发布的升级包升级生产环境、测试环境；
4、编写运维技术文档，定期统计发布系统运行数据；
5、负责服务接口监控。

任职资格:
1、计算机及通信等相关专业***大专以上学历；
2、熟悉常见操作系统（windows、linux）的安装、操作、配置和基本维护工作。具备一定网络知识，对交换机、路由器等相关网络设备有一定了解；
3、熟练掌握Oracle、Mysql数据库原理及操作，熟悉SQL语言编程，能运用SQL脚本进行常见的事务处理，能对SQL脚本进行性能优化，索引调优；
4、熟悉Linux系统的使用，熟悉Linux常用命令及工具，擅长使用shell/python脚本语言编程，实现自动化运维；
5、熟悉主流开源软件(Nginx/Tomcat/Apache/Memecahe/MySQL/Elasticsearch等)的安装配置及调优，具备运维能力；
6、熟悉java软件开发流程和技术架构，熟悉html、javascript常见语法、标签；
7、善于沟通，适合团队工作，能吃苦、能出差。

职能类别：
运维工程师
关键字：
技术运维软件售后技术支持
微信分享"
运维工程师,"一、岗位要求：
1、***大学专科以上学历，计算机、信息管理、企业管理、生产管理等相关专业毕业；
2、两年以上SAPERP系统实施和维护经验，或1年以上SAPERP系统实施维护经验且3年以上其他ERP系统实施维护经验；
3、具有一定的数据库基础知识，熟悉SAPERP系统基本操作技能，了解SAP基本的开发技术；
4、熟悉制造业基本管理流程，能够针对业务需求变化，在遵循整体信息化整体框架的基础上，提供建设性的意见和建议；
5、具有较强的沟通、组织和协调能力，具有较强的责任心，同时具有较强的抗压能力；
6、具有一定的的英文资料阅读与学习能力。
二、直接上级：信息技术部经理
管理权限：受IT经理的委托，负责SAPERP等业务管理系统的日常维护工作，行使对SAPERP等业务管理系统的管理权限，承担执行公司规章制度、管理规范和工作的义务。
管理责任：负责SAPERP等相关业务管理系统的管理规范草拟制定和定期回顾，负责相关业务方案的优化和定期回顾。
三、岗位职责：
1、遵守公司各项规章制度和管理规范，积极配合公司各项改革措施推进。
2、负责SAPERP等业务管理系统的相关信息化流程改进项目，包括内部协调、需求收集测试、方案编写、开发设计文档编写、权限设计等工作；
3、负责解决各业务部门针对相关业务管理系统的问题答疑，同时负责跟踪问题解决过程中涉及的流程改进和系统改进的工作进度；
4、承担公司内部用户培训、教材撰写及知识传递相关工作；
5、协助处理登记管理台账等IT日常性事务工作。
职能类别：
运维工程师
微信分享"
运维工程师,"岗位：IT桌面运维工程师
工作内容(含Clusteroffice及所属区域的BSH各分支机构）：
协助BSHIT在当地开展工作
用户支持（处理当地的ticket、IT设备安装及应用支持、IT设备的软/硬件故障的排除、局域网(有线、无线）的简单故障排除、会议设备支持、移动办公支持等）
网络布线支持及日常维护
IT固定资产管理及IT设备清单维护
IT解决方案在当地的应用
电话、带宽等的故障排除及当地运营商的协调
要求：
计算机相关专业毕业
具有IT网络知识及相关工作经验
深入了解Windows操作系统
办公室，生产区pc，打印机，产区桌面运维等
职能类别：
运维工程师
关键字：
运维工程师
微信分享"
运维工程师,"CompanyDescription：
TheBoschGroupisaleadingglobalsupplieroftechnologyandservices.StartedinGermanyin1886byRobertBoschas“WorkshopforPrecisionMechanicsandElectricalEngineering,”wearestillprivately-owned.Ouroperationsisdividedintofourbusinesssectors:MobilitySolutions,IndustrialTechnology,ConsumerGoods,andEnergyandBuildingTechnology.Includingsalesandservicepartners,Bosch’sglobalmanufacturingandsalesnetworkcoverssome150countries.Ourfuturegrowthisbasedonourinnovativestrength.Boschimprovesqualityoflifeworldwidewithproductsandservicesthatareinnovativeandsparkenthusiasm.Inshort,Boschcreatestechnologythatis“Inventedforlife.”

JobDescription：
·MonitorBoschITsystems,providereal-timesupporttosystemfailureandrestoretheITservicesassoonaspossible
·ProvidetechnicalsupportandconsultancytoBoschITusersworldwide
·Collaboratewithproduct,solutionteamtoaligntheimprovementsonITproductsandsolutionstoreducetheoccurrenceofITincidents
·Participateinthedevelopmentoftheoperationplatformandautomationfunctions
·Establishcontinuousimprovementandoptimizations
·监控博世分布于全球的IT基础架构系统，及时结束异常事件，尽快恢复IT服务
·为博世全球的IT用户提供技术支持及指导
·与产品、解决方案团队合作，调整产品/服务/解决方案的改进，以减少关键故障的发生
·参与运维相关平台的开发设计，和运维自动化等系统功能
·对现有系统提出优化建议并组织实施

Qulifications：
·Bachelor'sdegreeorabove,majorincomputerscienceorrelated
·IToperationrelatedworkingexperiences,internationalcompanyexperiencespreferred
·WithrelevantITinfrastructure/applicationknow-how
·BefamiliarwithPython,DevOpsexperiencepreferred
·Goodcommunication/influenceskills,andabletoworkatflexibleworkinghours(workattheweekend)
·FluentinEnglish(writtenandspoken)
·计算机或相关技术专业本科或以上学历
·有IT运维工作经验，和跨国企业工作经验者优先
·具备IT架构/应用相关的基本知识
·精通Python，有DevOps经验者优先
·良好的沟通和影响力，能够在弹性工作时间工作（周末工作）
流利的英语（书面和口语

AdditionalInformation：
●该岗位内部推荐奖金为人民币3,000元整（仅限博世内部员工申请），具体请参见《博世中国内部推荐政策》。
●InternalReferralbonusofthisvacancy:RMB3,000(ValidonlyforBoschassociates).Forthedetailedregulation,pleasereferto<BoschChinaInternalReferralPolicy>
职能类别：
自动化运维工程师
微信分享"
运维工程师,"职责描述：
1、负责阿里集团网络基础服务，如DNS、DHCP等架构的方案设计、技术测试、验证和优化工作；
2、负责系统交付、运维和管理工作；
3、负责通过技术手段对服务的容量、性能进行有效监控确保服务的稳定性；
4、负责通过技术手段识别存在的潜在问题，促进推动修复和改进方案的落地；
5、负责设计、建设平台能力以提升自动化管理水平改进工作效率。

1、学习能力强，具备自我驱动型的工作态度和能力；
2、精通windowsServer操作系统，熟练Linux操作系统，精通WindowsServer企业级特性、管理解决方案；
3、精通DHCP、DNS协议及企业级高可用方案；
4、熟悉企业混合云部署架构，熟悉阿里云企业方案；
5、熟悉脚本或者一种开发语言，可以通过代码解决批量性工作；
6、熟悉基本的网络技术，能够与网络工程师协同工作；
7、善于发现问题、推动问题的解决与完善、具备快速定位和排错故障的经验和能力；
8、有大规模服务器管理与运维工作经验；
9、较好执行力，能快速响应并支持紧急任务；
10、较好的沟通和协作能力，文档能力。
职能类别：
运维工程师
微信分享"
